asof,pred_dir,pred_lvl,pred_eta,true_side,true_lvl,true_in,err_pct,hit,why
2026-03-31,down,251.05,1,high,261.69,3,4.07,False,v3 high->low 50% retrace
2026-04-02,up,250.81,1,high,261.69,1,4.16,False,v3 low->high 50% retrace
2026-04-09,down,253.38,1,high,275.28,10,7.96,False,v3 high->low 50% retrace
2026-04-10,up,253.47,1,high,275.28,9,7.92,False,v3 low->high 50% retrace
2026-04-28,down,260.27,2,high,302.94,13,14.09,False,v3 high->low 50% retrace
2026-04-30,up,269.94,1,high,302.94,11,10.89,False,v3 low->high 50% retrace
2026-05-20,down,283.77,4,low,304.76,7,6.89,False,v3 high->low 50% retrace
2026-06-04,up,305.67,1,high,317.13,2,3.61,False,v3 low->high 50% retrace
2026-06-11,down,310.94,3,high,302.16,6,2.91,False,v3 high->low 50% retrace
2026-06-15,up,302.13,1,high,302.16,4,0.01,True,v3 low->high 50% retrace
2026-06-25,down,294.64,3,high,334.7,15,11.97,False,v3 high->low 50% retrace
2026-06-30,up,287.84,1,high,334.7,12,14.0,False,v3 low->high 50% retrace
2026-07-22,down,304.11,3,low,319.07,1,4.69,False,v3 high->low 50% retrace
2026-07-28,up,326.88,2,high,344.27,1,5.05,False,v3 low->high 50% retrace
2026-08-03,down,331.67,4,high,316.02,3,4.95,False,v3 high->low 50% retrace
2026-08-05,up,322.0,2,high,316.02,1,1.89,False,v3 low->high 50% retrace
2026-08-11,down,307.88,1,low,300.57,1,2.43,False,v3 high->low 50% retrace
2026-08-17,up,308.29,1,high,320.28,3,3.74,False,v3 low->high 50% retrace
2026-08-25,down,310.42,1,high,330.81,7,6.16,False,v3 high->low 50% retrace
